seg_index,vehicle_id,rmse_full_pct,outcome,t_conv_strict_s,innov_mean_mV,innov_std_mV,innov_lag1_autocorr,innov_soc_struct_rms_mV,frac_flat_ocv,dt_median_s,I_quant_step_A,duration_s,soh_end,r_int_end_mOhm
30,VehId_0010,31.70480040280278,diverged,,1.5890721101912364,73.50270939024414,-0.0901639275467493,,0.0,0.30000000000001137,0.25,172.1,0.6336222386283269,4.936618500402788
31,VehId_0010,11.421973937949023,converged,743.2,-0.26517493504134826,62.14588975538549,0.0029884964220783525,,0.136986301369863,0.39999999999997726,0.25,792.9,0.5919438671788567,6.468670925836048
32,VehId_0010,28.232551203499646,diverged,,-0.28415688935521166,24.113525710990736,-0.015497285426221846,,0.4194528875379939,0.4000000000000341,0.25,583.1,0.5568741676845619,7.886539662034245
33,VehId_0010,18.859131786383628,diverged,,0.10590038301776464,17.83006313833773,0.10956247534232742,,0.0,0.30000000000001137,0.25,282.9,0.8753411286731363,1.6651872634860834
34,VehId_0010,21.652360299480293,diverged,,0.897042087371765,95.3031591143914,-0.006401632464231475,,0.7777777777777778,0.30000000000001137,0.25,522.4,0.5701754387442906,14.408302766164898
35,VehId_0010,45.55269687568841,diverged,,0.0028604445812513498,64.52314768691551,0.012750993580779494,,0.47282608695652173,0.4000000000000057,0.25,580.1,0.5945099915590073,15.529046434241259
36,VehId_0010,16.409012274615016,diverged,,-1.1412654652434366,90.40876990794231,-0.021716894943245923,,0.5676567656765676,0.3999999999999986,0.25,341.6,0.5892555810670121,15.4774899851715
37,VehId_0010,24.735690805904984,diverged,,1.0303834936415308,14.333679296349231,0.10814042475741703,,0.0,0.3000000000000007,0.25,121.2,1.0,2.067051296666429
38,VehId_0010,34.784144220767615,diverged,,0.19883864309149224,108.9184861465874,-0.04924250100135864,,0.5526315789473685,0.39999999999997726,0.25,555.5,0.5894142897483694,14.660519930836568
39,VehId_0010,75.47160869548829,diverged,,-0.5361179184966189,83.4365794708534,0.004108903767362881,,0.9285714285714286,0.39999999999997726,0.25,633.2,0.5845027314976328,15.292405727971156
40,VehId_0010,2.6583102233537,converged,486.8,1.6075959783273754,63.03042493078328,-0.025872998731677112,,1.0,0.4000000000000341,0.25,550.0,0.7901014135721135,14.776612969893396
41,VehId_0010,4.934176326979616,recovered,,1.503252173857792,72.35305526603646,-0.01300715763792933,,0.0,0.39999999999997726,0.25,434.3,1.0,14.872427493037762
42,VehId_0010,66.22461684177617,diverged,,-0.3581115565430835,54.609969019662294,-0.00047339196686546343,,0.11304347826086956,0.39999999999997726,0.25,783.4,0.5825025678467011,14.454388577115102
43,VehId_0010,24.7787733290237,diverged,,-0.2040570786440744,38.15148259681191,0.11479614423852663,,0.0,0.3000000000000078,0.25,152.1,0.6667296868672525,9.392561790982322
44,VehId_0010,74.58487512893981,diverged,,0.011002260740774246,58.159977146658136,-0.021511172752277524,,1.0,0.4000000000000057,0.25,473.4,0.5866987891712814,14.722956523368525
45,VehId_0010,25.321229374448052,diverged,,-0.2103081744397042,82.72749536838913,0.0005005555873503311,,0.6038781163434903,0.39999999999997726,0.25,541.1,0.578054087895906,16.240007702839815
46,VehId_0010,23.752926727611097,diverged,,0.15755732548139292,21.481643224268144,-0.012204483765925622,,0.36176470588235293,0.30000000000001137,0.25,543.9,1.0,3.870024434821398
